,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,LABEL
20827,20828,2015,7,16,19,36.0,37.0,2.0,56.0,600.0,29.0,23.1,997.8,19.3,0.0,NW,1.1,Changping,GOOD
20828,20829,2015,7,16,20,29.0,36.0,2.0,69.0,500.0,16.0,22.9,998.4,18.7,0.0,WNW,0.9,Changping,EXCELLENT
20829,20830,2015,7,16,21,28.0,42.0,2.0,74.0,600.0,4.0,23.2,999.2,18.5,0.0,NNW,1.1,Changping,EXCELLENT
20830,20831,2015,7,16,22,28.0,30.0,2.0,20.0,400.0,41.0,22.6,999.6,18.8,0.0,NNW,0.6,Changping,EXCELLENT
20831,20832,2015,7,16,23,21.0,27.0,2.0,7.0,400.0,38.0,22.9,999.9,18.9,0.0,NE,1.2,Changping,EXCELLENT
20832,20833,2015,7,17,0,31.0,37.0,2.0,21.0,500.0,25.0,21.8,999.7,20.3,1.0,W,1.5,Changping,EXCELLENT
20833,20834,2015,7,17,1,36.0,36.0,2.0,34.0,600.0,26.0,21.2,999.5,20.0,0.3,W,0.6,Changping,EXCELLENT
20834,20835,2015,7,17,2,31.0,31.0,2.0,44.0,600.0,16.0,21.2,999.6,20.2,1.6,WNW,1.2,Changping,EXCELLENT
20835,20836,2015,7,17,3,35.0,35.0,2.0,47.0,500.0,8.0,20.9,998.6,20.1,2.1,NNW,0.9,Changping,GOOD
20836,20837,2015,7,17,4,17.0,17.0,2.0,11.0,400.0,45.0,20.9,998.4,19.6,0.3,NW,1.4,Changping,EXCELLENT
20837,20838,2015,7,17,5,15.0,15.0,2.0,14.0,400.0,44.0,20.9,998.9,20.1,0.4,SW,2.7,Changping,EXCELLENT
20838,20839,2015,7,17,6,31.0,31.0,2.0,21.0,600.0,40.0,20.7,999.2,20.0,6.6,SW,1.1,Changping,EXCELLENT
20839,20840,2015,7,17,7,32.0,32.0,2.0,28.0,700.0,40.0,20.3,999.8,19.6,4.3,W,1.8,Changping,EXCELLENT
20840,20841,2015,7,17,8,29.0,29.0,2.0,24.0,800.0,45.0,20.2,1000.2,19.5,3.4,W,1.3,Changping,EXCELLENT
20841,20842,2015,7,17,9,37.0,37.0,2.0,33.0,900.0,34.0,20.2,1000.2,19.5,6.1,W,1.3,Changping,EXCELLENT
20842,20843,2015,7,17,10,38.0,38.0,2.0,46.0,1000.0,22.0,21.0,1000.1,20.0,0.3,WNW,1.5,Changping,GOOD
20843,20844,2015,7,17,11,34.0,34.0,2.0,33.0,700.0,31.0,21.7,1000.0,19.6,0.0,WNW,1.4,Changping,EXCELLENT
20844,20845,2015,7,17,12,37.0,37.0,2.0,26.0,800.0,32.0,23.1,999.7,19.9,0.0,W,1.3,Changping,EXCELLENT
20845,20846,2015,7,17,13,34.0,34.0,2.0,26.0,500.0,43.0,24.3,998.8,19.8,0.0,NW,1.3,Changping,EXCELLENT
20846,20847,2015,7,17,14,25.0,25.0,2.0,14.0,400.0,66.0,26.4,998.1,18.3,0.0,WSW,1.3,Changping,EXCELLENT
20847,20848,2015,7,17,15,30.0,47.0,4.0,5.0,400.0,108.0,26.4,997.7,18.5,0.0,S,1.5,Changping,EXCELLENT
20848,20849,2015,7,17,16,40.0,48.0,4.0,5.0,500.0,126.0,26.7,997.3,18.8,0.0,S,1.1,Changping,GOOD
20849,20850,2015,7,17,17,43.0,51.0,6.0,7.0,700.0,139.0,26.9,997.1,17.9,0.0,SSE,2.0,Changping,GOOD
20850,20851,2015,7,17,18,50.0,54.0,6.0,8.0,800.0,150.0,26.9,996.8,18.2,0.0,SE,1.2,Changping,GOOD
20851,20852,2015,7,17,19,57.0,60.0,5.0,13.0,800.0,140.0,25.9,997.0,19.1,0.0,NW,1.0,Changping,GOOD
20852,20853,2015,7,17,20,52.0,64.0,2.0,20.0,800.0,105.0,24.9,997.2,19.5,0.0,NNW,1.0,Changping,GOOD
20853,20854,2015,7,17,21,63.0,71.0,2.0,24.0,900.0,83.0,24.0,997.8,20.1,0.0,NNW,1.0,Changping,GOOD
20854,20855,2015,7,17,22,62.0,63.0,2.0,20.0,900.0,69.0,23.5,997.9,19.8,0.0,NW,1.0,Changping,GOOD
20855,20856,2015,7,17,23,65.0,68.0,2.0,33.0,900.0,43.0,22.7,997.9,20.8,2.8,WNW,0.6,Changping,GOOD
20856,20857,2015,7,18,0,80.0,80.0,2.0,51.0,1000.0,37.0,22.0,997.7,20.6,8.7,E,0.8,Changping,GOOD
20857,20858,2015,7,18,1,58.0,58.0,2.0,7.0,600.0,81.0,21.5,997.3,20.5,1.6,N,1.3,Changping,GOOD
20858,20859,2015,7,18,2,46.0,46.0,2.0,2.0,600.0,72.0,21.4,997.4,20.4,0.3,NE,0.8,Changping,GOOD
20859,20860,2015,7,18,3,46.0,46.0,2.0,2.0,600.0,82.0,21.2,997.2,20.4,4.1,N,1.3,Changping,GOOD
20860,20861,2015,7,18,4,20.0,20.0,2.0,2.0,500.0,83.0,21.2,997.2,20.0,2.6,NNE,1.0,Changping,EXCELLENT
20861,20862,2015,7,18,5,31.0,31.0,2.0,2.0,500.0,83.0,20.8,997.8,19.8,8.0,NNE,1.9,Changping,EXCELLENT
20862,20863,2015,7,18,6,29.0,29.0,2.0,2.0,500.0,83.0,20.7,997.4,19.7,3.7,NE,1.5,Changping,EXCELLENT
20863,20864,2015,7,18,7,21.0,21.0,2.0,3.0,400.0,81.0,20.7,997.8,19.7,0.8,NW,1.0,Changping,EXCELLENT
20864,20865,2015,7,18,8,27.0,27.0,2.0,5.0,400.0,63.0,21.6,998.2,19.9,0.5,E,0.8,Changping,EXCELLENT
20865,20866,2015,7,18,9,38.0,38.0,2.0,14.0,500.0,64.0,22.7,998.2,19.3,0.0,SE,0.9,Changping,EXCELLENT
20866,20867,2015,7,18,10,35.0,35.0,2.0,4.0,400.0,82.0,23.5,998.6,19.8,0.0,SSE,1.5,Changping,GOOD
20867,20868,2015,7,18,11,28.0,28.0,2.0,2.0,400.0,93.0,24.1,998.8,19.8,0.0,E,1.2,Changping,EXCELLENT
20868,20869,2015,7,18,12,32.0,32.0,2.0,2.0,400.0,117.0,25.7,998.2,19.6,0.0,ESE,2.8,Changping,EXCELLENT
20869,20870,2015,7,18,13,34.0,34.0,2.0,3.0,400.0,137.0,26.5,997.4,19.6,0.0,ESE,2.7,Changping,GOOD
20870,20871,2015,7,18,14,32.0,32.0,2.0,5.0,400.0,161.0,27.0,997.1,18.8,0.0,ESE,2.7,Changping,GOOD
20871,20872,2015,7,18,15,36.0,36.0,2.0,6.0,400.0,182.0,26.8,996.8,18.9,0.0,SE,2.2,Changping,GOOD
20872,20873,2015,7,18,16,52.0,52.0,2.0,9.0,500.0,192.0,27.2,996.7,18.5,0.0,SSE,1.3,Changping,GOOD
20873,20874,2015,7,18,17,48.0,48.0,2.0,7.0,500.0,183.0,25.2,996.7,20.7,0.5,WNW,1.7,Changping,GOOD
20874,20875,2015,7,18,18,27.0,30.0,2.0,8.0,500.0,155.0,20.7,997.4,19.9,52.1,NE,2.3,Changping,GOOD
20875,20876,2015,7,18,19,30.0,30.0,2.0,9.0,500.0,138.0,20.7,997.8,19.5,4.8,N,2.0,Changping,GOOD
20876,20877,2015,7,18,20,22.0,22.0,2.0,10.0,500.0,131.0,20.8,998.0,19.8,0.4,WNW,1.5,Changping,GOOD
20877,20878,2015,7,18,21,29.0,29.0,2.0,37.0,600.0,78.0,21.1,998.4,19.9,0.4,NW,1.3,Changping,EXCELLENT
20878,20879,2015,7,18,22,33.0,33.0,2.0,38.0,500.0,73.0,20.9,998.2,19.9,0.0,W,0.8,Changping,EXCELLENT
20879,20880,2015,7,18,23,33.0,33.0,2.0,64.0,600.0,33.0,21.0,998.1,19.8,0.0,NE,1.0,Changping,EXCELLENT
20880,20881,2015,7,19,0,34.0,34.0,2.0,29.0,500.0,58.0,21.0,998.2,20.0,0.0,NNW,1.0,Changping,EXCELLENT
20881,20882,2015,7,19,1,38.0,38.0,2.0,22.0,600.0,47.0,21.5,998.1,20.1,0.0,NNE,0.6,Changping,EXCELLENT
20882,20883,2015,7,19,2,36.0,36.0,2.0,7.0,600.0,50.0,21.4,998.2,20.2,0.0,ESE,0.9,Changping,EXCELLENT
20883,20884,2015,7,19,3,41.0,41.0,2.0,9.0,600.0,44.0,21.5,998.4,20.5,0.0,SSW,0.9,Changping,EXCELLENT
20884,20885,2015,7,19,4,42.0,42.0,2.0,14.0,600.0,29.0,21.4,998.1,20.4,0.0,NNE,0.9,Changping,EXCELLENT
20885,20886,2015,7,19,5,53.0,53.0,2.0,29.0,700.0,18.0,21.5,998.6,20.5,0.0,WSW,0.4,Changping,GOOD
20886,20887,2015,7,19,6,52.0,52.0,2.0,64.0,800.0,2.0,21.6,999.4,20.8,0.0,SW,0.6,Changping,GOOD
20887,20888,2015,7,19,7,57.0,57.0,2.0,49.0,800.0,7.0,21.9,999.4,20.2,0.0,NNW,0.8,Changping,GOOD
20888,20889,2015,7,19,8,70.0,70.0,2.0,37.0,700.0,14.0,22.3,999.8,20.9,0.0,NNW,1.0,Changping,GOOD
20889,20890,2015,7,19,9,76.0,76.0,2.0,42.0,700.0,28.0,22.9,999.7,20.8,0.1,NW,0.9,Changping,GOOD
20890,20891,2015,7,19,10,77.0,77.0,2.0,21.0,700.0,43.0,23.5,1000.1,20.8,0.0,SE,1.2,Changping,GOOD
20891,20892,2015,7,19,11,80.0,80.0,2.0,15.0,800.0,61.0,24.7,1000.3,20.8,0.0,SSE,1.2,Changping,GOOD
20892,20893,2015,7,19,12,88.0,88.0,2.0,10.0,900.0,89.0,25.4,999.7,20.9,0.0,E,0.7,Changping,GOOD
20893,20894,2015,7,19,13,81.0,81.0,2.0,6.0,800.0,117.0,27.5,998.9,20.3,0.0,ESE,1.5,Changping,GOOD
20894,20895,2015,7,19,14,77.0,77.0,2.0,4.0,700.0,134.0,27.9,998.3,19.1,0.0,SE,2.4,Changping,GOOD
20895,20896,2015,7,19,15,88.0,88.0,2.0,4.0,800.0,146.0,27.9,998.1,21.2,0.0,SSE,2.3,Changping,LIGHTLY_POLLUTED
20896,20897,2015,7,19,16,111.0,111.0,2.0,7.0,900.0,151.0,27.7,997.7,21.0,0.0,ESE,3.2,Changping,LIGHTLY_POLLUTED
20897,20898,2015,7,19,17,86.0,86.0,2.0,8.0,800.0,143.0,25.9,998.0,20.5,0.0,ESE,3.9,Changping,LIGHTLY_POLLUTED
20898,20899,2015,7,19,18,47.0,47.0,2.0,13.0,600.0,126.0,23.7,999.0,21.2,4.8,E,2.2,Changping,GOOD
20899,20900,2015,7,19,19,60.0,60.0,2.0,13.0,600.0,128.0,22.0,999.2,20.5,37.4,E,3.5,Changping,GOOD
20900,20901,2015,7,19,20,54.0,54.0,2.0,9.0,600.0,125.0,22.5,999.7,21.1,0.4,E,1.2,Changping,GOOD
20901,20902,2015,7,19,21,58.0,58.0,2.0,14.0,700.0,81.0,22.4,1000.3,21.0,0.1,NNW,0.6,Changping,GOOD
20902,20903,2015,7,19,22,58.0,58.0,2.0,12.0,700.0,78.0,22.7,1000.4,20.6,0.0,E,1.4,Changping,GOOD
20903,20904,2015,7,19,23,53.0,53.0,2.0,6.0,700.0,76.0,22.6,1000.2,20.5,0.0,E,1.0,Changping,GOOD
20904,20905,2015,7,20,0,52.0,52.0,2.0,5.0,600.0,55.0,22.5,1000.0,21.1,0.1,WNW,0.7,Changping,GOOD
20905,20906,2015,7,20,1,60.0,60.0,2.0,34.0,500.0,24.0,22.5,999.6,21.1,0.2,NNE,0.6,Changping,GOOD
20906,20907,2015,7,20,2,54.0,54.0,2.0,12.0,500.0,36.0,21.9,999.0,20.9,0.0,NNE,0.2,Changping,GOOD
20907,20908,2015,7,20,3,51.0,51.0,2.0,11.0,800.0,29.0,22.1,999.3,20.7,0.0,ENE,0.9,Changping,GOOD
20908,20909,2015,7,20,4,46.0,46.0,2.0,4.0,1000.0,35.0,22.1,999.3,20.9,0.0,WNW,0.9,Changping,EXCELLENT
20909,20910,2015,7,20,5,48.0,48.0,2.0,50.0,500.0,9.0,22.2,999.6,21.2,0.0,WNW,0.5,Changping,GOOD
20910,20911,2015,7,20,6,46.0,46.0,2.0,36.0,800.0,10.0,22.2,999.6,20.8,0.0,E,0.9,Changping,EXCELLENT
20911,20912,2015,7,20,7,44.0,44.0,2.0,12.0,600.0,25.0,22.4,999.8,20.9,0.0,E,0.7,Changping,EXCELLENT
20912,20913,2015,7,20,8,33.0,33.0,2.0,12.0,600.0,44.0,22.7,1000.0,21.0,0.0,W,0.5,Changping,EXCELLENT
20913,20914,2015,7,20,9,37.0,37.0,2.0,28.0,700.0,30.0,23.0,1000.0,21.3,0.0,WSW,1.4,Changping,EXCELLENT
20914,20915,2015,7,20,10,73.0,73.0,2.0,43.0,600.0,21.0,24.0,1000.1,21.7,0.0,WSW,1.2,Changping,GOOD
20915,20916,2015,7,20,11,57.0,57.0,2.0,27.0,600.0,46.0,25.4,1000.0,21.1,0.0,ENE,1.1,Changping,GOOD
20916,20917,2015,7,20,12,65.0,65.0,2.0,5.0,600.0,84.0,25.8,999.7,20.8,0.0,SSE,1.5,Changping,GOOD
20917,20918,2015,7,20,13,76.0,76.0,2.0,5.0,600.0,103.0,26.8,998.9,20.9,0.0,E,1.7,Changping,GOOD
20918,20919,2015,7,20,14,87.0,87.0,2.0,6.0,600.0,134.0,27.8,998.1,20.6,0.0,E,1.3,Changping,LIGHTLY_POLLUTED
20919,20920,2015,7,20,15,101.0,101.0,2.0,6.0,700.0,158.0,28.3,997.5,21.1,0.0,ESE,1.6,Changping,LIGHTLY_POLLUTED
20920,20921,2015,7,20,16,109.0,109.0,2.0,9.0,700.0,171.0,28.2,997.1,20.7,0.0,ESE,2.3,Changping,LIGHTLY_POLLUTED
20921,20922,2015,7,20,17,111.0,111.0,2.0,11.0,700.0,175.0,28.2,996.6,21.0,0.0,SSE,2.0,Changping,LIGHTLY_POLLUTED
20922,20923,2015,7,20,18,114.0,114.0,2.0,14.0,800.0,171.0,27.9,996.6,21.4,0.0,ESE,1.5,Changping,LIGHTLY_POLLUTED
20923,20924,2015,7,20,19,104.0,104.0,2.0,18.0,800.0,158.0,27.4,996.8,21.7,0.0,E,1.3,Changping,LIGHTLY_POLLUTED
20924,20925,2015,7,20,20,100.0,100.0,2.0,23.0,800.0,130.0,26.8,996.7,21.6,0.0,E,1.7,Changping,LIGHTLY_POLLUTED
20925,20926,2015,7,20,21,100.0,100.0,2.0,22.0,800.0,109.0,25.6,997.5,21.7,0.0,N,0.7,Changping,GOOD
20926,20927,2015,7,20,22,99.0,99.0,2.0,21.0,900.0,85.0,25.2,997.4,21.7,0.0,ENE,0.7,Changping,GOOD
20927,20928,2015,7,20,23,105.0,105.0,2.0,22.0,900.0,70.0,25.0,997.8,21.7,0.0,ENE,1.2,Changping,GOOD
20928,20929,2015,7,21,0,115.0,115.0,2.0,19.0,800.0,64.0,24.8,997.8,22.1,0.0,E,1.0,Changping,LIGHTLY_POLLUTED
20929,20930,2015,7,21,1,134.0,134.0,2.0,21.0,900.0,58.0,23.8,997.8,21.9,0.0,NNE,0.8,Changping,LIGHTLY_POLLUTED
20930,20931,2015,7,21,2,159.0,159.0,2.0,19.0,900.0,58.0,24.6,997.4,22.3,0.0,E,1.8,Changping,LIGHTLY_POLLUTED
20931,20932,2015,7,21,3,150.0,150.0,2.0,22.0,800.0,42.0,24.4,997.2,21.9,0.0,E,1.7,Changping,LIGHTLY_POLLUTED
20932,20933,2015,7,21,4,109.0,109.0,2.0,26.0,700.0,26.0,23.9,997.4,21.8,0.0,E,1.9,Changping,GOOD
20933,20934,2015,7,21,5,93.0,93.0,2.0,27.0,700.0,17.0,23.6,997.6,21.7,0.0,E,1.5,Changping,GOOD
20934,20935,2015,7,21,6,89.0,89.0,2.0,28.0,600.0,13.0,23.4,997.7,21.7,0.0,E,2.0,Changping,GOOD
20935,20936,2015,7,21,7,93.0,93.0,2.0,27.0,600.0,14.0,23.7,997.6,22.0,0.0,ESE,1.0,Changping,GOOD
20936,20937,2015,7,21,8,121.0,121.0,2.0,27.0,800.0,18.0,24.0,997.7,22.1,0.0,ESE,0.5,Changping,LIGHTLY_POLLUTED
20937,20938,2015,7,21,9,147.0,147.0,2.0,27.0,900.0,27.0,24.6,997.6,22.3,0.0,SE,1.1,Changping,LIGHTLY_POLLUTED
20938,20939,2015,7,21,10,151.0,151.0,2.0,26.0,900.0,38.0,26.0,997.5,22.1,0.0,ESE,1.7,Changping,LIGHTLY_POLLUTED
20939,20940,2015,7,21,11,164.0,164.0,2.0,20.0,900.0,74.0,27.1,997.2,22.7,0.0,SE,1.4,Changping,LIGHTLY_POLLUTED
20940,20941,2015,7,21,12,167.0,167.0,2.0,20.0,900.0,98.0,28.0,996.8,22.2,0.0,SSE,1.5,Changping,LIGHTLY_POLLUTED
20941,20942,2015,7,21,13,170.0,170.0,2.0,20.0,900.0,129.0,28.4,995.9,22.4,0.0,E,1.6,Changping,LIGHTLY_POLLUTED
20942,20943,2015,7,21,14,170.0,170.0,2.0,17.0,900.0,156.0,28.3,995.2,22.3,0.0,ESE,2.0,Changping,LIGHTLY_POLLUTED
20943,20944,2015,7,21,15,184.0,184.0,2.0,19.0,1000.0,167.0,28.7,994.6,22.4,0.0,ESE,1.7,Changping,LIGHTLY_POLLUTED
20944,20945,2015,7,21,16,188.0,188.0,2.0,18.0,1100.0,186.0,28.7,994.5,22.4,0.0,E,1.5,Changping,LIGHTLY_POLLUTED
20945,20946,2015,7,21,17,195.0,195.0,2.0,19.0,1100.0,186.0,28.6,994.2,22.8,0.0,NE,1.3,Changping,LIGHTLY_POLLUTED
20946,20947,2015,7,21,18,194.0,194.0,2.0,22.0,1100.0,177.0,28.6,993.8,22.8,0.0,ENE,1.7,Changping,LIGHTLY_POLLUTED
20947,20948,2015,7,21,19,200.0,200.0,2.0,20.0,1100.0,178.0,28.1,994.7,22.8,0.0,E,1.4,Changping,LIGHTLY_POLLUTED
20948,20949,2015,7,21,20,202.0,202.0,2.0,22.0,1100.0,151.0,27.7,994.9,22.9,0.0,ESE,1.3,Changping,LIGHTLY_POLLUTED
20949,20950,2015,7,21,21,162.0,162.0,2.0,19.0,900.0,121.0,26.3,995.0,20.2,0.0,S,2.0,Changping,LIGHTLY_POLLUTED
20950,20951,2015,7,21,22,60.0,60.0,2.0,13.0,500.0,113.0,24.3,996.5,20.4,0.0,E,3.3,Changping,GOOD
20951,20952,2015,7,21,23,58.0,58.0,2.0,9.0,400.0,107.0,23.7,996.6,21.0,0.3,NNE,0.9,Changping,GOOD
20952,20953,2015,7,22,0,67.0,67.0,2.0,14.0,500.0,78.0,22.8,995.8,21.3,0.4,N,1.4,Changping,GOOD
20953,20954,2015,7,22,1,59.0,59.0,2.0,7.0,400.0,66.0,22.9,995.8,21.0,0.5,SSE,1.4,Changping,GOOD
20954,20955,2015,7,22,2,61.0,61.0,42.0,11.0,400.0,53.0,22.5,995.6,21.3,0.1,S,1.0,Changping,GOOD
20955,20956,2015,7,22,3,66.0,66.0,6.0,6.0,400.0,53.0,22.5,995.4,21.3,0.0,NNW,1.0,Changping,GOOD
20956,20957,2015,7,22,4,61.0,61.0,3.0,2.0,500.0,53.0,22.3,995.6,21.1,0.0,NNW,1.5,Changping,GOOD
20957,20958,2015,7,22,5,57.0,57.0,2.0,7.0,400.0,43.0,21.5,995.4,20.1,0.0,N,1.5,Changping,GOOD
20958,20959,2015,7,22,6,47.0,47.0,2.0,10.0,400.0,46.0,21.3,995.4,20.1,0.0,NNW,1.0,Changping,EXCELLENT
20959,20960,2015,7,22,7,40.0,40.0,2.0,27.0,500.0,23.0,22.3,996.0,20.0,0.0,SE,0.5,Changping,EXCELLENT
20960,20961,2015,7,22,8,40.0,40.0,2.0,18.0,400.0,36.0,23.4,996.2,20.5,0.0,E,1.2,Changping,EXCELLENT
20961,20962,2015,7,22,9,73.0,73.0,2.0,20.0,500.0,47.0,24.0,996.1,20.9,0.0,E,1.1,Changping,GOOD
20962,20963,2015,7,22,10,79.0,79.0,2.0,18.0,400.0,55.0,26.0,996.3,21.0,0.0,ESE,1.5,Changping,GOOD
20963,20964,2015,7,22,11,72.0,72.0,2.0,14.0,500.0,92.0,27.1,995.7,21.2,0.0,ESE,1.2,Changping,GOOD
20964,20965,2015,7,22,12,67.0,67.0,2.0,11.0,500.0,114.0,28.4,995.3,20.9,0.0,S,1.5,Changping,GOOD
20965,20966,2015,7,22,13,67.0,67.0,2.0,6.0,400.0,136.0,28.7,994.9,21.2,0.0,SW,1.3,Changping,GOOD
20966,20967,2015,7,22,14,67.0,67.0,2.0,8.0,400.0,151.0,29.2,994.1,21.7,0.0,SSW,1.2,Changping,GOOD
20967,20968,2015,7,22,15,59.0,59.0,2.0,7.0,400.0,166.0,30.5,993.4,21.3,0.0,E,1.9,Changping,GOOD
20968,20969,2015,7,22,16,48.0,48.0,2.0,4.0,400.0,169.0,30.7,993.1,20.6,0.0,ESE,2.6,Changping,GOOD
20969,20970,2015,7,22,17,42.0,42.0,2.0,4.0,300.0,165.0,30.9,992.9,19.9,0.0,S,1.7,Changping,GOOD
20970,20971,2015,7,22,18,73.0,85.0,2.0,18.0,500.0,220.0,29.8,993.5,21.5,0.0,E,1.9,Changping,LIGHTLY_POLLUTED
20971,20972,2015,7,22,19,67.0,67.0,2.0,15.0,400.0,181.0,21.2,995.5,18.8,11.6,NE,5.6,Changping,LIGHTLY_POLLUTED
20972,20973,2015,7,22,20,11.0,11.0,2.0,10.0,200.0,104.0,21.8,996.3,20.1,5.0,SW,1.4,Changping,EXCELLENT
20973,20974,2015,7,22,21,16.0,16.0,2.0,21.0,300.0,89.0,21.7,996.8,20.5,1.9,NNW,1.7,Changping,EXCELLENT
20974,20975,2015,7,22,22,10.0,10.0,2.0,10.0,200.0,84.0,21.5,996.5,20.1,1.2,N,1.6,Changping,EXCELLENT
20975,20976,2015,7,22,23,8.0,8.0,2.0,5.0,200.0,81.0,21.6,996.5,19.9,0.1,N,1.2,Changping,EXCELLENT
20976,20977,2015,7,23,0,10.0,10.0,2.0,28.0,200.0,49.0,21.5,996.0,20.3,0.0,NNE,0.9,Changping,EXCELLENT
20977,20978,2015,7,23,1,10.0,10.0,2.0,14.0,200.0,49.0,21.2,995.6,19.3,0.0,N,1.1,Changping,EXCELLENT
20978,20979,2015,7,23,2,3.0,5.0,2.0,2.0,200.0,62.0,21.7,995.5,19.4,0.0,E,1.1,Changping,EXCELLENT
20979,20980,2015,7,23,3,10.0,10.0,2.0,2.0,200.0,55.0,20.9,995.7,19.0,0.0,NNE,0.9,Changping,EXCELLENT
20980,20981,2015,7,23,4,8.0,8.0,2.0,7.0,200.0,42.0,20.6,995.7,19.1,0.0,N,0.9,Changping,EXCELLENT
20981,20982,2015,7,23,5,10.0,18.0,2.0,19.0,300.0,24.0,20.7,996.4,19.4,0.0,NNE,0.3,Changping,EXCELLENT
20982,20983,2015,7,23,6,14.0,18.0,2.0,36.0,400.0,11.0,20.7,996.5,19.0,0.0,NNW,1.4,Changping,EXCELLENT
20983,20984,2015,7,23,7,16.0,28.0,2.0,23.0,300.0,18.0,21.5,996.7,19.6,0.0,NNW,1.2,Changping,EXCELLENT
20984,20985,2015,7,23,8,19.0,24.0,2.0,38.0,400.0,12.0,23.1,996.8,20.2,0.0,NNW,0.6,Changping,EXCELLENT
20985,20986,2015,7,23,9,28.0,33.0,2.0,51.0,400.0,10.0,24.5,996.9,19.6,0.0,WSW,0.7,Changping,EXCELLENT
20986,20987,2015,7,23,10,26.0,36.0,2.0,44.0,400.0,21.0,25.8,996.6,19.7,0.0,E,1.2,Changping,EXCELLENT
20987,20988,2015,7,23,11,29.0,39.0,2.0,31.0,400.0,60.0,27.3,996.1,19.9,0.0,SE,1.7,Changping,EXCELLENT
20988,20989,2015,7,23,12,24.0,24.0,2.0,20.0,300.0,100.0,28.6,995.4,19.8,0.0,S,1.6,Changping,EXCELLENT
20989,20990,2015,7,23,13,30.0,35.0,2.0,14.0,300.0,129.0,29.6,994.7,19.9,0.0,SE,2.1,Changping,GOOD
20990,20991,2015,7,23,14,38.0,38.0,2.0,6.0,300.0,168.0,30.2,993.9,20.7,0.0,SSE,2.6,Changping,GOOD
20991,20992,2015,7,23,15,42.0,42.0,2.0,6.0,400.0,187.0,29.9,993.0,20.7,0.0,ESE,1.7,Changping,GOOD
20992,20993,2015,7,23,16,52.0,63.0,2.0,10.0,500.0,190.0,29.2,993.5,20.9,0.0,S,1.7,Changping,GOOD
20993,20994,2015,7,23,17,43.0,43.0,2.0,15.0,400.0,138.0,25.7,993.7,18.6,0.0,WNW,1.7,Changping,GOOD
20994,20995,2015,7,23,18,24.0,24.0,2.0,32.0,400.0,72.0,27.1,993.6,17.6,0.0,E,0.9,Changping,EXCELLENT
20995,20996,2015,7,23,19,20.0,32.0,2.0,32.0,500.0,52.0,27.2,993.3,19.5,0.0,NW,1.3,Changping,EXCELLENT
20996,20997,2015,7,23,20,33.0,54.0,2.0,59.0,600.0,42.0,25.6,993.7,19.3,0.0,W,1.3,Changping,GOOD
20997,20998,2015,7,23,21,30.0,40.0,2.0,46.0,500.0,39.0,24.9,994.4,19.3,0.0,NE,0.9,Changping,EXCELLENT
20998,20999,2015,7,23,22,30.0,38.0,2.0,37.0,500.0,44.0,23.6,994.3,20.3,0.0,NNE,0.7,Changping,EXCELLENT
20999,21000,2015,7,23,23,34.0,54.0,2.0,17.0,500.0,58.0,23.2,994.3,20.5,0.0,N,1.7,Changping,EXCELLENT
21000,21001,2015,7,24,0,43.0,43.0,2.0,12.0,400.0,60.0,22.5,994.4,19.9,0.0,NW,0.7,Changping,EXCELLENT
21001,21002,2015,7,24,1,39.0,39.0,2.0,8.0,400.0,53.0,22.0,994.1,19.4,0.0,NNW,0.8,Changping,EXCELLENT
21002,21003,2015,7,24,2,37.0,37.0,12.0,7.0,300.0,54.0,21.6,993.5,19.3,0.0,NNW,1.1,Changping,EXCELLENT
21003,21004,2015,7,24,3,35.0,35.0,2.0,31.0,400.0,43.0,21.6,993.3,19.0,0.0,WNW,0.8,Changping,EXCELLENT
21004,21005,2015,7,24,4,33.0,44.0,2.0,68.0,600.0,2.0,21.6,993.8,19.0,0.0,NE,0.2,Changping,EXCELLENT
21005,21006,2015,7,24,5,38.0,38.0,2.0,50.0,500.0,14.0,20.9,993.7,19.2,0.0,NNW,1.4,Changping,GOOD
21006,21007,2015,7,24,6,32.0,37.0,2.0,48.0,400.0,21.0,21.3,993.7,19.0,0.0,NW,1.5,Changping,EXCELLENT
21007,21008,2015,7,24,7,42.0,45.0,2.0,36.0,500.0,35.0,23.8,993.8,18.7,0.0,ENE,0.9,Changping,EXCELLENT
21008,21009,2015,7,24,8,41.0,54.0,2.0,19.0,400.0,55.0,24.8,994.0,19.4,0.0,SE,1.3,Changping,GOOD
21009,21010,2015,7,24,9,61.0,73.0,2.0,31.0,600.0,60.0,26.5,993.8,19.6,0.0,NW,0.8,Changping,GOOD
21010,21011,2015,7,24,10,53.0,81.0,2.0,39.0,600.0,57.0,27.4,993.6,20.5,0.0,SSW,1.4,Changping,GOOD
21011,21012,2015,7,24,11,63.0,74.0,6.0,33.0,600.0,77.0,29.3,993.2,20.5,0.0,S,2.1,Changping,GOOD
21012,21013,2015,7,24,12,61.0,68.0,9.0,22.0,600.0,125.0,30.4,992.7,20.6,0.0,SSE,2.5,Changping,GOOD
21013,21014,2015,7,24,13,73.0,79.0,9.0,16.0,700.0,178.0,31.4,992.0,20.0,0.0,S,2.3,Changping,GOOD
21014,21015,2015,7,24,14,66.0,66.0,9.0,12.0,600.0,201.0,32.1,991.2,20.0,0.0,SSW,2.5,Changping,LIGHTLY_POLLUTED
